1.60E+07,P,3,1,9.28457410e+01,9.29462004e+01,,,,
1.60E+07,K,3,1,1.35154443e+00,1.12714068e+00,,,,
1.60E+07,h,3,1,-0.00032201921077857753,-0.0014029770904268272,,,,
1.60E+07,k,3,1,0.0085080043430305046,0.015749573250533087,,,,
1.60E+07,P,3,2,4.02298545e+01,4.01880867e+01,,,,
1.60E+07,K,3,2,9.00644757e-01,6.18677370e-01,,,,
1.60E+07,h,3,2,-0.00057024369585434681,-0.00066851446245147516,,,,
1.60E+07,k,3,2,0.0081330455888226731,0.015963744025666429,,,,
1.60E+07,P,3,3,9.64140152e+01,9.90077655e+01,,,,
1.60E+07,K,3,3,1.34593329e+00,9.06783434e-01,,,,
1.60E+07,h,3,3,0.00059908565639647446,-0.0012683598352779312,,,,
1.60E+07,k,3,3,0.0085899907978228482,0.014983313956377592,,,,
1.60E+07,C,3,0,-8.30090779e+00,-8.30835922e+00,,,,
1.60E+07,J,3,0,9.66397707e-01,9.03345916e-01,,,,
