1.60E+07,P,3,1,4.21734143e+01,4.22652729e+01,,,,
1.60E+07,K,3,1,2.16374629e+00,2.03841752e+00,,,,
1.60E+07,h,3,1,0.0014653768176521747,0.0015672035779063279,,,,
1.60E+07,k,3,1,0.013503314432739024,0.020436438633037689,,,,
1.60E+07,P,3,2,1.19475299e+01,1.19658051e+01,,,,
1.60E+07,K,3,2,1.54552405e+00,1.46870321e+00,,,,
1.60E+07,h,3,2,-0.0015066925369700722,-0.0014948078587516756,,,,
1.60E+07,k,3,2,0.01243460043253778,0.019773280330042782
1.60E+07,P,3,3,9.97567999e+01,1.02927130e+02,,,,
1.60E+07,K,3,3,1.13440041e+00,8.91009872e-01,,,,
1.60E+07,h,3,3,0.00063363470899716696,0.0027164233448474071,,,,
1.60E+07,k,3,3,0.014316989202949385,0.019792263763023819,,,,
1.60E+07,C,3,0,-1.19317813e+00,-1.21321168e+00,,,,
1.60E+07,J,3,0,1.09958872e+00,1.17165686e+00,,,,
